property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
91125,-37.990045,145.039021,1 Scott Street,BEAUMARIS,TOWONG,19865,2.46795,43,1,0,0,0,0
42757,-37.72531,145.103047,10 Jindalee Avenue,YALLAMBIE,MAROONDAH,19986,1.97159,48,1,23,4,2,1
37414,-37.647462,145.040752,4 Roche Court,EPPING,FRANKSTON,20005,1.08554,51,1,3,3,2,1
97024,-38.016985,145.278952,71 Hinrichsen drive,HALLAM,GLEN EIRA,19885,0.80903,50,1,15,4,2,1
35406,-37.707763,144.999066,66 Broadhurst Avenue,RESERVOIR,EAST GIPPSLAND,20009,0.92048,41,1,1,0,0,0
24802,-37.679655,144.968297,59 Somerset Road,CAMPBELLFIELD,STRATHBOGIE,19960,2.42732,34,1,0,0,0,0
4255,-37.835315,144.880058,20 Junction Street,NEWPORT,MANSFIELD,19995,0.73334,Not available,0,0,0,0,0
71655,-37.865353,145.236328,55 Alderford Drive,WANTIRNA,CENTRAL GOLDFIELDS,19870,3.8381,41,1,0,0,0,0
38826,-37.762024,145.041461,31 Valentine Street,IVANHOE,BASS COAST,19933,0.84083,30,1,0,0,0,0
11751,-37.712309,144.825077,2 Scott Street,KEILOR,ARARAT,20001,3.34414,31,1,0,0,0,0
46229,-37.711411,145.121674,7/80 Mountain View Road,MONTMORENCY,PORT PHILLIP,19986,0.43277,48,1,25,9,5,3
86716,-37.902518,144.995195,4 Tovell Street,BRIGHTON,HUME,19952,0.70227,Not available,0,332,227,156,80
43683,-37.708611,145.077648,294 GREENWOOD DRIVE,WATSONIA,MANNINGHAM,19984,0.60095,42,1,11,7,4,2
43387,-37.710552,145.075714,1 Ladd Street,WATSONIA,MANNINGHAM,19984,0.71293,42,1,11,7,4,2
74846,-37.891648,145.062917,23 Margaret Street,CARNEGIE,MELBOURNE,19919,0.42357,22,1,23,12,8,5
41237,-37.697046,145.049287,89 Settlement Road,BUNDOORA,WODONGA,20008,3.30342,44,1,3,0,0,0
95034,-37.923739,145.027837,19 Vunabere Avenue,BENTLEIGH,HOBSONS BAY,19938,0.68839,32,1,20,15,15,10
